iShares MSCI EAFE ETF
Fund Holdings as of,"Jan 28, 2020"
Inception Date,"Aug 14, 2001"
Shares Outstanding,"928,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"KGX","KION GROUP AG","Equity","0.03","62.48","280,034.00","17,497,319.62","17,497,319.62","Industrials","BB22L96","DE000KGX8881","Xetra","Germany","USD","EUR","0.91"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Equity","0.03","16.97","1,030,191.00","17,486,226.64","17,486,226.64","Industrials","B01CP21","ES0143416115","Bolsa De Madrid","Spain","USD","EUR","0.91"
"KN","NATIXIS SA","Equity","0.03","4.29","4,070,351.00","17,476,032.28","17,476,032.28","Financials","B1HDJL2","FR0000120685","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"9006","KEIKYU CORP","Equity","0.03","18.43","943,900.00","17,392,183.43","17,392,183.43","Industrials","6487306","JP3280200001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ICA","ICA GRUPPEN","Equity","0.03","44.22","392,917.00","17,376,142.39","17,376,142.39","Consumer Staples","B0S1651","SE0000652216","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"UTDI","UNITED INTERNET AG","Equity","0.03","32.72","529,288.00","17,315,914.68","17,315,914.68","Communication","4354134","DE0005089031","Xetra","Germany","USD","EUR","0.91"
"7956","PIGEON CORP","Equity","0.03","35.05","493,500.00","17,295,560.75","17,295,560.75","Consumer Staples","6688080","JP3801600002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4732","USS LTD","Equity","0.03","18.15","947,780.00","17,203,153.56","17,203,153.56","Consumer Discretionary","6171494","JP3944130008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"REA","REA GROUP LTD","Equity","0.03","75.68","227,171.00","17,191,226.19","17,191,226.19","Communication","6198578","AU000000REA9","Asx - All Markets","Australia","USD","AUD","1.48"
"BLD","BORAL LTD","Equity","0.03","3.37","5,079,358.00","17,114,884.08","17,114,884.08","Materials","6218670","AU000000BLD2","Asx - All Markets","Australia","USD","AUD","1.48"
"1972","SWIRE PROPERTIES LTD","Equity","0.03","3.40","5,026,255.00","17,064,445.99","17,064,445.99","Real Estate","B67C2G0","HK0000063609","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"2331","SOHGO SECURITY SERVICES LTD","Equity","0.03","53.97","316,100.00","17,059,089.24","17,059,089.24","Industrials","6546359","JP3431900004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7731","NIKON CORP","Equity","0.03","12.36","1,378,400.00","17,037,397.84","17,037,397.84","Consumer Discretionary","6642321","JP3657400002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"G13","GENTING SINGAPORE LTD","Equity","0.03","0.64","26,363,000.00","16,972,720.92","16,972,720.92","Consumer Discretionary","BDRTVP2","SGXE21576413","Singapore Exchange","Singapore","USD","SGD","1.36"
"INDU C","INDUSTRIVARDEN SERIES","Equity","0.03","23.53","719,901.00","16,942,100.17","16,942,100.17","Financials","B1VSK54","SE0000107203","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"METSO","METSO","Equity","0.03","37.12","455,239.00","16,896,508.23","16,896,508.23","Industrials","5713422","FI0009007835","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"ISS","ISS A S","Equity","0.03","24.89","677,221.00","16,857,378.33","16,857,378.33","Industrials","BKJ9RT5","DK0060542181","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"7459","MEDIPAL HOLDINGS CORP","Equity","0.03","21.46","784,400.00","16,832,186.18","16,832,186.18","Health Care","6782090","JP3268950007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9506","TOHOKU ELECTRIC POWER INC","Equity","0.03","9.16","1,832,100.00","16,786,695.99","16,786,695.99","Utilities","6895266","JP3605400005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7181","JAPAN POST INSURANCE LTD","Equity","0.03","17.28","970,100.00","16,763,868.43","16,763,868.43","Financials","BYT8154","JP3233250004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6504","FUJI ELECTRIC LTD","Equity","0.03","30.10","550,400.00","16,566,465.09","16,566,465.09","Industrials","6356365","JP3820000002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6952","CASIO COMPUTER LTD","Equity","0.03","19.98","827,100.00","16,528,358.99","16,528,358.99","Consumer Discretionary","6178967","JP3209000003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2784","ALFRESA HOLDINGS CORP","Equity","0.03","20.39","806,800.00","16,447,956.75","16,447,956.75","Health Care","6687214","JP3126340003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Equity","0.03","27.10","606,511.00","16,435,851.07","16,435,851.07","Financials","6916703","IL0006954379","Tel Aviv Stock Exchange","Israel","USD","ILS","3.45"
"3405","KURARAY LTD","Equity","0.03","12.00","1,364,700.00","16,380,401.32","16,380,401.32","Materials","6497662","JP3269600007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9766","KONAMI HOLDINGS CORP","Equity","0.03","41.14","397,200.00","16,340,736.67","16,340,736.67","Communication","6496681","JP3300200007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ESLT","ELBIT SYSTEMS LTD","Equity","0.03","155.94","104,716.00","16,328,904.92","16,328,904.92","Industrials","6308913","IL0010811243","Tel Aviv Stock Exchange","Israel","USD","ILS","3.45"
"DUFN","DUFRY AG","Equity","0.03","88.84","183,740.00","16,324,058.94","16,324,058.94","Consumer Discretionary","B0R80X9","CH0023405456","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"4042","TOSOH CORP","Equity","0.03","14.51","1,124,100.00","16,314,590.43","16,314,590.43","Materials","6900289","JP3595200001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7182","JAPAN POST BANK LTD","Equity","0.03","9.25","1,735,600.00","16,045,633.13","16,045,633.13","Financials","BYT8165","JP3946750001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2282","NH FOODS LTD","Equity","0.03","43.48","369,000.00","16,042,743.27","16,042,743.27","Consumer Staples","6640767","JP3743000006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MF","WENDEL","Equity","0.03","135.53","118,239.00","16,024,477.63","16,024,477.63","Financials","7390113","FR0000121204","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"3003","HULIC LTD","Equity","0.03","12.24","1,305,100.00","15,975,935.50","15,975,935.50","Real Estate","6805317","JP3360800001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AWC","ALUMINA LTD","Equity","0.03","1.51","10,583,527.00","15,936,754.33","15,936,754.33","Materials","6954985","AU000000AWC3","Asx - All Markets","Australia","USD","AUD","1.48"
"DEMANT","DEMANT","Equity","0.02","32.71","486,125.00","15,900,398.92","15,900,398.92","Health Care","BZ01RF1","DK0060738599","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"6113","AMADA HOLDINGS LTD","Equity","0.02","10.89","1,458,500.00","15,889,284.41","15,889,284.41","Industrials","6022105","JP3122800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"VPK","KONINKLIJKE VOPAK NV","Equity","0.02","52.69","301,571.00","15,890,498.25","15,890,498.25","Energy","5809428","NL0009432491","Euronext Amsterdam","Netherlands","USD","EUR","0.91"
"LHA","DEUTSCHE LUFTHANSA AG","Equity","0.02","15.40","1,027,761.00","15,828,238.83","15,828,238.83","Industrials","5287488","DE0008232125","Xetra","Germany","USD","EUR","0.91"
"7013","IHI CORP","Equity","0.02","24.98","632,900.00","15,808,002.57","15,808,002.57","Industrials","6466985","JP3134800006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"VER","VERBUND AG","Equity","0.02","53.66","293,874.00","15,769,407.85","15,769,407.85","Utilities","4661607","AT0000746409","Wiener Boerse Ag","Austria","USD","EUR","0.91"
"TRYG","TRYG","Equity","0.02","30.03","522,176.00","15,680,614.72","15,680,614.72","Financials","BXDZ972","DK0060636678","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"9202","ANA HOLDINGS INC","Equity","0.02","31.64","494,300.00","15,638,793.29","15,638,793.29","Industrials","6014908","JP3429800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2875","TOYO SUISAN LTD","Equity","0.02","40.82","382,600.00","15,617,399.67","15,617,399.67","Consumer Staples","6899967","JP3613000003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2371","KAKAKU.COM INC","Equity","0.02","26.75","582,800.00","15,592,596.66","15,592,596.66","Communication","6689533","JP3206000006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"EO","FAURECIA","Equity","0.02","48.20","322,952.00","15,567,639.89","15,567,639.89","Consumer Discretionary","4400446","FR0000121147","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"BOL","BOLLORE SA","Equity","0.02","4.08","3,809,111.00","15,537,308.16","15,537,308.16","Communication","4572709","FR0000039299","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"1128","WYNN MACAU LTD","Equity","0.02","2.31","6,706,800.00","15,525,000.00","15,525,000.00","Consumer Discretionary","B4JSTL6","KYG981491007","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"IPL","INCITEC PIVOT LTD","Equity","0.02","2.24","6,940,726.00","15,513,060.52","15,513,060.52","Materials","6673042","AU000000IPL1","Asx - All Markets","Australia","USD","AUD","1.48"
"9504","CHUGOKU ELECTRIC POWER INC","Equity","0.02","12.89","1,202,900.00","15,507,424.41","15,507,424.41","Utilities","6195900","JP3522200009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"N2IU","MAPLETREE COMMERCIAL UNITS TRUST","Equity","0.02","1.74","8,823,500.00","15,386,428.52","15,386,428.52","Real Estate","B5143W8","SG2D18969584","Singapore Exchange","Singapore","USD","SGD","1.36"
"8729","SONY FINANCIAL HOLDINGS INC","Equity","0.02","23.44","651,900.00","15,279,092.91","15,279,092.91","Financials","B249SN5","JP3435350008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4185","JSR CORP","Equity","0.02","18.46","825,600.00","15,242,660.80","15,242,660.80","Materials","6470986","JP3385980002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"WOR","WORLEY LTD","Equity","0.02","10.47","1,451,786.00","15,194,936.70","15,194,936.70","Energy","6562474","AU000000WOR2","Asx - All Markets","Australia","USD","AUD","1.48"
"6923","STANLEY ELECTRIC LTD","Equity","0.02","27.00","560,700.00","15,140,030.24","15,140,030.24","Consumer Discretionary","6841106","JP3399400005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"C09","CITY DEVELOPMENTS LTD","Equity","0.02","7.73","1,956,600.00","15,116,106.25","15,116,106.25","Real Estate","6197928","SG1R89002252","Singapore Exchange","Singapore","USD","SGD","1.36"
"C52","COMFORTDELGRO CORPORATION LTD","Equity","0.02","1.60","9,350,400.00","14,998,066.37","14,998,066.37","Industrials","6603737","SG1N31909426","Singapore Exchange","Singapore","USD","SGD","1.36"
"8955","JAPAN PRIME REALTY INVESTMENT REIT","Equity","0.02","4,443.83","3,368.00","14,966,831.59","14,966,831.59","Real Estate","6528175","JP3040890000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"DKK","DKK CASH","Cash","0.02","14.72","101,318,669.00","14,914,389.73","14,914,389.73","Cash and/or Derivatives","-","-","-","Denmark","USD","DKK","6.79"
"4751","CYBER AGENT INC","Equity","0.02","34.18","435,600.00","14,887,190.76","14,887,190.76","Communication","6220501","JP3311400000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Equity","0.02","23.18","638,209.00","14,792,442.35","14,792,442.35","Financials","B0704T9","AT0000606306","Wiener Boerse Ag","Austria","USD","EUR","0.91"
"2433","HAKUHODO DY HOLDINGS INC","Equity","0.02","14.57","1,009,220.00","14,702,765.26","14,702,765.26","Communication","B05LZ02","JP3766550002","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"C6L","SINGAPORE AIRLINES LTD","Equity","0.02","6.30","2,329,400.00","14,671,226.55","14,671,226.55","Industrials","6811734","SG1V61937297","Singapore Exchange","Singapore","USD","SGD","1.36"
"6268","NABTESCO CORP","Equity","0.02","30.28","484,100.00","14,659,616.09","14,659,616.09","Industrials","6687571","JP3651210001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ILD","ILIAD SA","Equity","0.02","127.61","114,731.00","14,640,341.04","14,640,341.04","Communication","7759435","FR0004035913","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"BEN","BENDIGO AND ADELAIDE BANK LTD","Equity","0.02","6.87","2,118,627.00","14,563,537.34","14,563,537.34","Financials","6091280","AU000000BEN6","Asx - All Markets","Australia","USD","AUD","1.48"
"4716","ORACLE JAPAN CORP","Equity","0.02","87.69","164,900.00","14,459,345.79","14,459,345.79","Information Technology","6141680","JP3689500001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9513","ELECTRIC POWER DEVELOPMENT LTD","Equity","0.02","22.83","633,000.00","14,453,326.00","14,453,326.00","Utilities","B02Q328","JP3551200003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"LUND B","LUNDBERGFORETAGEN CLASS B","Equity","0.02","43.70","328,276.00","14,347,101.70","14,347,101.70","Financials","4538002","SE0000108847","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"5486","HITACHI METALS LTD","Equity","0.02","15.58","918,100.00","14,300,623.05","14,300,623.05","Materials","6429201","JP3786200000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9201","JAPAN AIRLINES LTD","Equity","0.02","28.61","499,200.00","14,279,846.07","14,279,846.07","Industrials","B8BRV46","JP3705200008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"1963","JGC HOLDINGS CORP","Equity","0.02","14.89","950,600.00","14,153,610.04","14,153,610.04","Industrials","6473468","JP3667600005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4004","SHOWA DENKO","Equity","0.02","24.52","575,500.00","14,110,665.20","14,110,665.20","Materials","6805469","JP3368000000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"TITR","TELECOM ITALIA SAVING","Equity","0.02","0.54","25,744,945.00","14,021,591.81","14,021,591.81","Communication","7634402","IT0003497176","Borsa Italiana","Italy","USD","EUR","0.91"
"AKERBP","AKER BP","Equity","0.02","29.49","474,581.00","13,994,510.82","13,994,510.82","Energy","B1L95G3","NO0010345853","Oslo Bors Asa","Norway","USD","NOK","9.15"
"5233","TAIHEIYO CEMENT CORP","Equity","0.02","26.96","517,700.00","13,955,226.31","13,955,226.31","Materials","6660204","JP3449020001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9831","YAMADA DENKI LTD","Equity","0.02","5.06","2,754,450.00","13,931,247.94","13,931,247.94","Consumer Discretionary","6985026","JP3939000000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"HUSQ B","HUSQVARNA","Equity","0.02","7.77","1,793,228.00","13,924,514.36","13,924,514.36","Consumer Discretionary","B12PJ24","SE0001662230","Nasdaq Omx Nordic","Sweden","USD","SEK","9.63"
"ICAD","ICADE REIT SA","Equity","0.02","108.90","127,758.00","13,913,478.60","13,913,478.60","Real Estate","4554406","FR0000035081","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"CGF","CHALLENGER LTD","Equity","0.02","5.85","2,378,266.00","13,907,302.85","13,907,302.85","Financials","6726300","AU000000CGF5","Asx - All Markets","Australia","USD","AUD","1.48"
"AUD","AUD CASH","Cash","0.02","67.53","20,588,843.00","13,902,616.03","13,902,616.03","Cash and/or Derivatives","-","-","-","Australia","USD","AUD","1.48"
"BMW3","BMW PREF AG","Equity","0.02","57.31","241,553.00","13,844,031.68","13,844,031.68","Consumer Discretionary","5756030","DE0005190037","Xetra","Germany","USD","EUR","0.91"
"V03","VENTURE CORPORATION LTD","Equity","0.02","11.70","1,182,600.00","13,835,140.90","13,835,140.90","Information Technology","6927374","SG0531000230","Singapore Exchange","Singapore","USD","SGD","1.36"
"2002","NISSHIN SEIFUN GROUP INC","Equity","0.02","16.37","844,297.00","13,824,067.61","13,824,067.61","Consumer Staples","6640961","JP3676800000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2181","PERSOL HOLDINGS LTD","Equity","0.02","18.03","765,900.00","13,810,621.22","13,810,621.22","Industrials","B3CY709","JP3547670004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"2579","COCA-COLA BOTTLERS JAPAN HOLDINGS","Equity","0.02","25.97","530,900.00","13,785,693.60","13,785,693.60","Consumer Staples","6163286","JP3293200006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"TYRES","NOKIAN RENKAAT","Equity","0.02","25.62","537,481.00","13,770,351.64","13,770,351.64","Consumer Discretionary","B07G378","FI0009005318","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.91"
"8355","SHIZUOKA BANK LTD","Equity","0.02","6.98","1,966,200.00","13,727,729.52","13,727,729.52","Financials","6805328","JP3351200005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6481","THK LTD","Equity","0.02","26.49","517,300.00","13,702,714.86","13,702,714.86","Industrials","6869131","JP3539250005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CNP","CNP ASSURANCES SA","Equity","0.02","18.67","730,797.00","13,642,407.68","13,642,407.68","Financials","5543986","FR0000120222","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"3231","NOMURA REAL ESTATE HOLDINGS INC","Equity","0.02","25.46","535,600.00","13,637,826.64","13,637,826.64","Real Estate","B1CWJM5","JP3762900003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3401","TEIJIN LTD","Equity","0.02","17.91","761,200.00","13,635,202.49","13,635,202.49","Materials","6880507","JP3544000007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"PARG","PARGESA HOLDING SA","Equity","0.02","81.38","166,672.00","13,563,439.95","13,563,439.95","Financials","B0CDLF8","CH0021783391","SIX Swiss Exchange","Switzerland","USD","CHF","0.97"
"QAN","QANTAS AIRWAYS LTD","Equity","0.02","4.29","3,146,753.00","13,514,013.97","13,514,013.97","Industrials","6710347","AU000000QAN2","Asx - All Markets","Australia","USD","AUD","1.48"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Equity","0.02","47.55","283,800.00","13,495,711.93","13,495,711.93","Consumer Discretionary","6371863","JP3750500005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"FRA","FRAPORT FRANKFURT AIRPORT SERVICES","Equity","0.02","74.72","179,072.00","13,379,435.39","13,379,435.39","Industrials","7107551","DE0005773303","Xetra","Germany","USD","EUR","0.91"
"9143","SG HOLDINGS LTD","Equity","0.02","21.30","627,900.00","13,376,099.51","13,376,099.51","Industrials","BFFY885","JP3162770006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9024","SEIBU HOLDINGS INC","Equity","0.02","15.26","875,900.00","13,370,436.14","13,370,436.14","Industrials","BKY6H35","JP3417200007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8331","CHIBA BANK LTD","Equity","0.02","5.49","2,435,800.00","13,368,555.98","13,368,555.98","Financials","6190563","JP3511800009","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AZRG","AZRIELI GROUP LTD","Equity","0.02","72.58","183,253.00","13,300,963.26","13,300,963.26","Real Estate","B5MN1W0","IL0011194789","Tel Aviv Stock Exchange","Israel","USD","ILS","3.45"
"6753","SHARP CORP","Equity","0.02","14.46","918,700.00","13,283,018.14","13,283,018.14","Consumer Discretionary","6800602","JP3359600008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"FPE3","FUCHS PETROLUB PREF","Equity","0.02","44.77","296,499.00","13,274,863.61","13,274,863.61","Materials","4354350","DE0005790430","Xetra","Germany","USD","EUR","0.91"
"8304","AOZORA BANK LTD","Equity","0.02","26.04","507,800.00","13,223,085.94","13,223,085.94","Financials","B1G1854","JP3711200000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"FBU","FLETCHER BUILDING LTD","Equity","0.02","3.62","3,652,545.00","13,224,194.41","13,224,194.41","Materials","6341606","NZFBUE0001S0","New Zealand Exchange Ltd","New Zealand","USD","NZD","1.53"
"SK","SEB SA","Equity","0.02","136.30","96,830.00","13,197,560.56","13,197,560.56","Consumer Discretionary","4792132","FR0000121709","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"9508","KYUSHU ELECTRIC POWER INC","Equity","0.02","8.14","1,621,000.00","13,189,004.95","13,189,004.95","Utilities","6499806","JP3246400000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6305","HITACHI CONSTRUCTION MACHINERY LTD","Equity","0.02","28.59","459,400.00","13,132,930.18","13,132,930.18","Industrials","6429405","JP3787000003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"AM","DASSAULT AVIATION SA","Equity","0.02","1,208.95","10,777.00","13,028,907.50","13,028,907.50","Industrials","4067164","FR0000121725","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"3064","MONOTARO LTD","Equity","0.02","24.52","531,500.00","13,031,830.68","13,031,830.68","Industrials","B1GHR88","JP3922950005","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6471","NSK LTD","Equity","0.02","8.52","1,527,200.00","13,013,523.91","13,013,523.91","Industrials","6641544","JP3720800006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Money Market","0.02","1.00","12,991,730.00","12,991,730.09","12,991,730.09","Cash and/or Derivatives","-","US0669224778","-","United States","USD","USD","1.00"
"8303","SHINSEI BANK LTD","Equity","0.02","15.40","836,500.00","12,883,970.13","12,883,970.13","Financials","6730936","JP3729000004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"8354","FUKUOKA FINANCIAL GROUP INC","Equity","0.02","17.45","737,400.00","12,871,055.53","12,871,055.53","Financials","B1TK1Y8","JP3805010000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"HOT","HOCHTIEF AG","Equity","0.02","120.35","106,332.00","12,796,574.52","12,796,574.52","Industrials","5108664","DE0006070006","Xetra","Germany","USD","EUR","0.91"
"23","BANK OF EAST ASIA LTD","Equity","0.02","2.27","5,615,040.00","12,752,264.20","12,752,264.20","Financials","6075648","HK0023000190","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.78"
"2651","LAWSON INC","Equity","0.02","59.10","215,500.00","12,735,706.43","12,735,706.43","Consumer Staples","6266914","JP3982100004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"6302","SUMITOMO HEAVY INDUSTRIES LTD","Equity","0.02","26.65","475,400.00","12,671,235.11","12,671,235.11","Industrials","6858731","JP3405400007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4506","DAINIPPON SUMITOMO PHARMA LTD","Equity","0.02","18.34","688,800.00","12,634,942.28","12,634,942.28","Health Care","6250865","JP3495000006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"CWN","CROWN RESORTS LTD","Equity","0.02","7.72","1,633,811.00","12,609,928.93","12,609,928.93","Consumer Discretionary","B29LCJ0","AU000000CWN6","Asx - All Markets","Australia","USD","AUD","1.48"
"6370","KURITA WATER INDUSTRIES LTD","Equity","0.02","29.27","430,600.00","12,605,525.01","12,605,525.01","Industrials","6497963","JP3270000007","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"EZJ","EASYJET PLC","Equity","0.02","18.32","686,822.00","12,580,932.04","12,580,932.04","Industrials","B7KR2P8","GB00B7KR2P84","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"4739","ITOCHU TECHNO-SOLUTIONS CORP","Equity","0.02","30.19","416,500.00","12,574,376.95","12,574,376.95","Information Technology","6200194","JP3143900003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"3938","LINE CORP","Equity","0.02","49.11","255,700.00","12,557,742.35","12,557,742.35","Communication","BZB1Y59","JP3966750006","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"7012","KAWASAKI HEAVY INDUSTRIES LTD","Equity","0.02","20.46","613,900.00","12,560,369.25","12,560,369.25","Industrials","6484620","JP3224200000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"9533","TOHO GAS LTD","Equity","0.02","38.89","321,800.00","12,516,410.12","12,516,410.12","Utilities","6895222","JP3600200004","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"ANDR","ANDRITZ AG","Equity","0.02","40.02","312,739.00","12,515,758.17","12,515,758.17","Industrials","B1WVF68","AT0000730007","Wiener Boerse Ag","Austria","USD","EUR","0.91"
"VOE","VOESTALPINE AG","Equity","0.02","24.61","508,081.00","12,502,917.46","12,502,917.46","Materials","4943402","AT0000937503","Wiener Boerse Ag","Austria","USD","EUR","0.91"
"4902","KONICA MINOLTA INC","Equity","0.02","6.39","1,950,000.00","12,453,271.03","12,453,271.03","Information Technology","6496700","JP3300600008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4666","PARK24 LTD","Equity","0.02","24.82","499,000.00","12,385,843.87","12,385,843.87","Industrials","6667733","JP3780100008","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"LUN","H LUNDBECK","Equity","0.02","41.07","301,092.00","12,365,720.59","12,365,720.59","Health Care","7085259","DK0010287234","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.79"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Equity","0.02","50.27","245,199.00","12,326,714.01","12,326,714.01","Consumer Staples","5806225","BE0974256852","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.91"
"5334","NGK SPARK PLUG LTD","Equity","0.02","18.31","671,500.00","12,292,990.65","12,292,990.65","Consumer Discretionary","6619604","JP3738600000","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"4091","TAIYO NIPPON SANSO CORP","Equity","0.02","22.00","554,200.00","12,191,993.77","12,191,993.77","Materials","6640541","JP3711600001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"SCHB","SCHIBSTED B","Equity","0.02","28.67","425,128.00","12,187,617.78","12,187,617.78","Communication","BWVFKQ3","NO0010736879","Oslo Bors Asa","Norway","USD","NOK","9.15"
"9104","MITSUI OSK LINES LTD","Equity","0.02","24.70","492,600.00","12,168,312.26","12,168,312.26","Industrials","6597584","JP3362700001","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
"MAP","MAPFRE SA","Equity","0.02","2.61","4,654,483.00","12,160,389.56","12,160,389.56","Financials","B1G40S0","ES0124244E34","Bolsa De Madrid","Spain","USD","EUR","0.91"
"ICL","ICL ISRAEL CHEMICALS LTD","Equity","0.02","4.02","3,022,316.00","12,162,765.61","12,162,765.61","Materials","6455530","IL0002810146","Tel Aviv Stock Exchange","Israel","USD","ILS","3.45"
"RF","EURAZEO","Equity","0.02","69.80","173,725.00","12,125,687.52","12,125,687.52","Financials","7042395","FR0000121121","Nyse Euronext - Euronext Paris","France","USD","EUR","0.91"
"4530","HISAMITSU PHARMACEUTICAL INC","Equity","0.02","53.05","228,100.00","12,100,962.07","12,100,962.07","Health Care","6428907","JP3784600003","Tokyo Stock Exchange","Japan","USD","JPY","109.14"
